"text"	"story"
"The old Austria was a multi-national State. In those days at least the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"citizens of the German Empire, taken through and through, could not"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"understand what that fact meant in the everyday life of the individuals"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"within such a State. After the magnificent triumphant march of the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"victorious armies in the Franco-German War the Germans in the REICH"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"became steadily more and more estranged from the Germans beyond their"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"frontiers, partly because they did not deign to appreciate those other"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Germans at their true value or simply because they were incapable of"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"doing so."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"The Germans of the REICH did not realize that if the Germans in Austria"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"had not been of the best racial stock they could never have given the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"stamp of their own character to an Empire of 52 millions, so definitely"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"that in Germany itself the idea arose--though quite an erroneous"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"one--that Austria was a German State. That was an error which led to"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"dire consequences; but all the same it was a magnificent testimony to"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the character of the ten million Germans in that East Mark. (Note 3)"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Only very few of the Germans in the REICH itself had an idea of the bitter"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"struggle which those Eastern Germans had to carry on daily for the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"preservation of their German language, their German schools and their"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"German character. Only to-day, when a tragic fate has torn several"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"millions of our kinsfolk away from the REICH and has forced them to live"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"under the rule of the stranger, dreaming of that common fatherland"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"towards which all their yearnings are directed and struggling to uphold"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"at least the sacred right of using their mother tongue--only now have"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the wider circles of the German population come to realize what it means"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"to have to fight for the traditions of one's race. And so at last"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"perhaps there are people here and there who can assess the greatness of"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"that German spirit which animated the old East Mark and enabled those"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"people, left entirely dependent on their own resources, to defend the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Empire against the Orient for several centuries and subsequently to hold"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"fast the frontiers of the German language through a guerilla warfare of"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"attrition, at a time when the German Empire was sedulously cultivating"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"an interest for colonies but not for its own flesh and blood before the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"threshold of its own door."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"[Note 3. See Translator's Introduction.]"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"What has happened always and everywhere, in every kind of struggle,"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"happened also in the language fight which was carried on in the old"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Austria. There were three groups--the fighters, the hedgers and the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"traitors. Even in the schools this sifting already began to take place."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"And it is worth noting that the struggle for the language was waged"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"perhaps in its bitterest form around the school; because this was the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"nursery where the seeds had to be watered which were to spring up and"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"form the future generation. The tactical objective of the fight was the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"winning over of the child, and it was to the child that the first"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"rallying cry was addressed:"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"German youth, do not forget that you are a German, and Remember,
little girl, that one day you must be a German mother."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Those who know something of the juvenile spirit can understand how youth"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"will always lend a glad ear to such a rallying cry. Under many forms the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"young people led the struggle, fighting in their own way and with their"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"own weapons. They refused to sing non-German songs. The greater the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"efforts made to win them away from their German allegiance, the more"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"they exalted the glory of their German heroes. They stinted themselves"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"in buying things to eat, so that they might spare their pennies to help"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the war chest of their elders. They were incredibly alert in the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"significance of what the non-German teachers said and they contradicted"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"in unison. They wore the forbidden emblems of their own kinsfolk and"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"were happy when penalised for doing so, or even physically punished. In"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"miniature they were mirrors of loyalty from which the older people might"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"learn a lesson."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"And thus it was that at a comparatively early age I took part in the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"struggle which the nationalities were waging against one another in the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"old Austria. When meetings were held for the South Mark German League"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"and the School League we wore cornflowers and black-red-gold colours to"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"express our loyalty. We greeted one another with HEIL! and instead of"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the Austrian anthem we sang our own DEUTSCHLAND ÜBER ALLES, despite"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"warnings and penalties. Thus the youth were educated politically at a"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"time when the citizens of a so-called national State for the most part"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"knew little of their own nationality except the language. Of course, I"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"did not belong to the hedgers. Within a little while I had become an"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"ardent 'German National', which has a different meaning from the party"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"significance attached to that phrase to-day."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"I developed very rapidly in the nationalist direction, and by the time I"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"was 15 years old I had come to understand the distinction between"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"dynastic patriotism and nationalism based on the concept of folk, or"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"people, my inclination being entirely in favour of the latter."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Such a preference may not perhaps be clearly intelligible to those who"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"have never taken the trouble to study the internal conditions that"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"prevailed under the Habsburg Monarchy."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Among historical studies universal history was the subject almost"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"exclusively taught in the Austrian schools, for of specific Austrian"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"history there was only very little. The fate of this State was closely"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"bound up with the existence and development of Germany as a whole; so a"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"division of history into German history and Austrian history would be"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"practically inconceivable. And indeed it was only when the German people"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"came to be divided between two States that this division of German"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"history began to take place."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"The insignia (Note 4) of a former imperial sovereignty which were still"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"preserved in Vienna appeared to act as magical relics rather than as the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"visible guarantee of an everlasting bond of union."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"[Note 4. When Francis II had laid down his title as Emperor of the Holy"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Roman Empireof the German Nation, which he did at the command of Napoleon,"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the Crownand Mace, as the Imperial Insignia, were kept in Vienna. After"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the German Empire was refounded, in 1871, under William I, there were many"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"demands tohave the Insignia transferred to Berlin. But these went"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"unheeded. Hitler had them brought to Germany after the Austrian Anschluss"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"and displayed at Nuremberg during the Party Congress in September 1938.]"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"When the Habsburg State crumbled to pieces in 1918 the Austrian Germans"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"instinctively raised an outcry for union with their German fatherland."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"That was the voice of a unanimous yearning in the hearts of the whole"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"people for a return to the unforgotten home of their fathers. But such a"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"general yearning could not be explained except by attributing the cause"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"of it to the historical training through which the individual Austrian"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Germans had passed. Therein lay a spring that never dried up. Especially"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"in times of distraction and forgetfulness its quiet voice was a reminder"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"of the past, bidding the people to look out beyond the mere welfare of"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the moment to a new future."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"The teaching of universal history in what are called the middle schools"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"is still very unsatisfactory. Few teachers realize that the purpose of"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"teaching history is not the memorizing of some dates and facts, that the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"student is not interested in knowing the exact date of a battle or the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"birthday of some marshal or other, and not at all--or at least only very"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"insignificantly--interested in knowing when the crown of his fathers was"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"placed on the brow of some monarch. These are certainly not looked upon"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"as important matters."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"To study history means to search for and discover the forces that are"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the causes of those results which appear before our eyes as historical"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"events. The art of reading and studying consists in remembering the"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"essentials and forgetting what is not essential."	"CHAPTER I    IN THE HOME OF MY PARENTS"
"Probably my whole future life was determined by the fact that I had a"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"professor of history who understood, as few others understand, how to"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"make this viewpoint prevail in teaching and in examining. This teacher"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"was Dr. Leopold Poetsch, of the REALSCHULE at Linz. He was the ideal"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"personification of the qualities necessary to a teacher of history in"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"the sense I have mentioned above. An elderly gentleman with a decisive"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"manner but a kindly heart, he was a very attractive speaker and was able"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"to inspire us with his own enthusiasm. Even to-day I cannot recall"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"without emotion that venerable personality whose enthusiastic exposition"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"of history so often made us entirely forget the present and allow"	"CHAPTER I    IN THE HOME OF MY PARENTS"
"ourselves to be transported as if by magic into the past. He penetrated"	"CHAPTER I    IN THE HOME OF MY PARENTS"
